age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,year_birth,salary,remote_work
30,No,travel frequently,721.0,Research & Development,1,2,Other,1,57.0,3,Female,58.0,3,2,Laboratory Technician,4,Unknown,278.96,10781,1,No,23,4,4,40,0,12.0,2,2.77,12,3,7,1993,3347.51,Yes
32,No,travel rarely,427.0,Research & Development,1,3,Medical,1,78.0,1,Male,65.97,3,2,Manufacturing Director,4,Married,513.5,10877,1,Yes,22,4,2,40,1,9.0,3,3.0,9,7,8,1991,6162.0,Yes
30,No,travel rarely,852.0,Research & Development,1,1,Life Sciences,1,104.0,4,Male,55.0,2,2,Laboratory Technician,4,Married,427.17,15998,1,No,12,3,3,40,2,11.25,1,2.77,10,3,0,1993,5126.0,No
46,Yes,Unknown,669.0,Sales,9,2,Medical,1,118.0,3,Male,64.0,2,3,Sales Executive,4,Unknown,801.58,13596,1,No,16,3,4,40,0,9.0,3,3.0,9,4,7,1977,9619.0,No
30,No,travel rarely,1334.0,Sales,4,2,Other,1,121.0,3,Female,63.0,2,2,Sales Executive,2,Unknown,567.28,19760,1,Yes,12,3,2,40,3,11.0,4,2.0,11,2,7,1993,6807.38,No
32,No,Unknown,1093.0,Sales,6,4,Other,1,125.0,2,Male,87.0,3,2,Sales Executive,3,Single,417.5,24301,1,No,16,3,1,40,0,12.0,0,3.0,11,5,7,1991,5010.0,Yes
32,No,Unknown,967.0,Sales,8,3,Marketing,1,207.0,2,Female,43.0,3,3,Sales Executive,4,Single,567.28,15589,1,No,14,3,4,40,0,9.0,2,3.0,9,3,7,1991,6807.38,Yes
41,No,travel rarely,465.0,Research & Development,34,3,Life Sciences,1,227.0,1,Male,56.0,3,1,Research Scientist,3,Divorced,278.77,4609,4,No,12,3,1,40,1,11.25,2,3.0,9,1,8,1982,3345.25,Yes
40,No,travel rarely,989.0,Research & Development,4,1,Medical,1,253.0,4,Female,46.0,3,5,Manager,3,Unknown,1586.08,6499,1,No,14,3,2,40,1,21.0,2,3.0,20,9,9,1983,19033.0,No
45,No,Unknown,1195.0,Research & Development,2,2,Other,1,264.0,1,Male,65.0,2,4,Manager,4,Married,1460.83,20462,9,No,23,4,4,40,1,22.0,1,3.0,20,11,8,1978,17530.0,Yes
32,Yes,travel rarely,1045.0,Sales,4,4,Other,1,291.0,4,Male,32.0,1,3,Sales Executive,4,Married,866.67,25812,1,No,11,3,3,40,0,14.0,2,2.0,14,9,8,1991,10400.0,No
30,No,non travel,829.0,Research & Development,1,1,Life Sciences,1,292.0,3,Male,88.0,2,3,Manufacturing Director,3,Unknown,600.44,20925,1,No,22,4,3,40,0,11.25,2,3.0,11,5,8,1993,7205.33,Yes
37,No,Unknown,663.0,Research & Development,11,3,Other,1,306.0,2,Male,47.0,3,3,Research Director,4,Unknown,1398.69,10056,1,No,14,3,3,40,3,11.25,1,3.0,10,0,7,1986,16784.28,Yes
40,No,Unknown,1300.0,Research & Development,24,2,Technical Degree,1,335.0,1,Male,62.0,3,2,Research Scientist,4,Unknown,278.77,24447,1,No,17,3,1,40,2,11.25,3,3.0,9,4,7,1983,3345.25,No
32,No,travel rarely,906.0,Sales,7,3,Life Sciences,1,420.0,4,Male,91.0,2,2,Sales Executive,3,Married,567.28,16985,1,No,14,3,3,40,1,13.0,3,2.0,13,4,8,1991,6807.38,Yes
38,No,Unknown,849.0,Research & Development,25,2,Life Sciences,1,421.0,1,Female,81.0,2,3,Research Director,2,Unknown,1398.69,26707,3,No,17,3,3,40,1,11.25,2,3.0,10,0,1,1985,16784.28,Yes
30,No,travel rarely,1275.0,Research & Development,28,2,Other,1,441.0,4,Female,64.0,3,2,Research Scientist,4,Married,278.77,11934,1,No,13,3,4,40,2,11.0,2,3.0,10,1,9,1993,3345.25,Yes
39,No,Unknown,1218.0,Research & Development,1,1,Other,1,531.0,2,Male,52.0,3,5,Manager,3,Unknown,1599.75,8213,1,No,14,3,3,40,1,21.0,3,3.0,21,1,6,1984,19197.0,Yes
60,No,Unknown,422.0,Research & Development,7,3,Life Sciences,1,549.0,1,Female,41.0,3,5,Manager,1,Unknown,1460.83,3854,5,No,11,3,4,40,0,33.0,5,1.0,29,11,10,1963,17530.0,Yes
30,No,Unknown,1398.0,Sales,22,4,Other,1,567.0,3,Female,69.0,3,3,Sales Executive,1,Unknown,701.0,2890,0,No,11,3,3,40,0,10.0,3,3.0,9,7,8,1993,8412.0,Yes
31,No,travel rarely,1274.0,Research & Development,9,1,Other,1,581.0,3,Male,65.97,3,3,Manufacturing Director,2,Divorced,600.44,14394,1,No,25,4,4,40,1,11.25,6,4.0,13,0,8,1992,7205.33,Yes
33,Yes,Unknown,1076.0,Research & Development,3,3,Life Sciences,1,702.0,1,Male,70.0,3,1,Research Scientist,1,Single,279.0,3164,1,Yes,11,3,1,40,0,11.25,3,3.0,10,9,7,1990,3348.0,No
50,No,Unknown,1207.0,Research & Development,28,1,Medical,1,716.0,4,Male,74.0,4,1,Laboratory Technician,3,Married,278.96,3297,1,Yes,11,3,3,40,3,20.0,3,3.0,20,3,8,1973,3347.51,Yes
32,No,Unknown,430.0,Research & Development,24,4,Life Sciences,1,772.0,1,Male,80.0,3,2,Laboratory Technician,4,Unknown,442.42,21146,1,No,15,3,4,40,2,10.0,2,3.0,10,4,7,1991,5309.0,Yes
42,No,Unknown,933.0,Research & Development,29,3,Other,1,836.0,2,Male,98.0,3,2,Manufacturing Director,2,Unknown,600.44,11806,1,No,13,3,4,40,1,10.0,3,2.0,9,7,8,1981,7205.33,Yes
49,Yes,Unknown,1184.0,Sales,11,3,Marketing,1,840.0,3,Female,43.0,3,3,Sales Executive,4,Married,637.83,5860,1,No,18,3,1,40,2,11.25,3,4.0,9,7,7,1974,7654.0,No
27,No,Unknown,802.09,Research & Development,5,1,Other,1,844.0,3,Male,42.0,2,3,Research Director,4,Divorced,1067.33,8842,1,No,16,3,2,40,1,11.25,3,3.0,9,0,8,1996,12808.0,Yes
52,No,Unknown,890.0,Research & Development,26,4,Other,1,867.0,3,Female,81.0,2,4,Manufacturing Director,4,Married,600.44,19028,3,No,22,4,3,40,0,31.0,3,3.0,9,0,0,1971,7205.33,No
32,No,Unknown,379.0,Sales,5,2,Life Sciences,1,889.0,2,Male,48.0,3,2,Sales Executive,2,Unknown,567.28,8891,1,No,14,3,4,40,1,10.0,3,3.0,10,5,3,1991,6807.38,Yes
36,No,Unknown,1425.0,Research & Development,14,1,Life Sciences,1,924.0,3,Male,68.0,3,2,Healthcare Representative,4,Unknown,548.83,4821,0,No,17,3,1,40,1,11.25,2,2.0,16,4,11,1987,6586.0,No
52,No,Unknown,1053.0,Research & Development,1,2,Life Sciences,1,976.0,4,Male,70.0,3,4,Manager,4,Married,1424.92,13829,2,No,15,3,2,40,1,26.0,2,2.77,9,7,8,1971,17099.0,Yes
33,No,non travel,722.0,Research & Development,17,3,Other,1,992.0,4,Male,38.0,3,4,Manager,3,Single,1460.83,20489,1,No,11,3,4,40,0,10.0,2,3.0,10,6,0,1990,17530.0,No
45,No,non travel,248.0,Research & Development,23,2,Life Sciences,1,1002.0,4,Male,42.0,3,2,Laboratory Technician,1,Unknown,278.96,14039,1,Yes,15,3,3,40,1,9.0,2,3.0,9,0,8,1978,3347.51,Yes
36,No,travel rarely,796.0,Research & Development,12,5,Other,1,1073.0,4,Female,51.0,2,3,Manufacturing Director,4,Unknown,600.44,15669,0,No,11,3,2,40,0,15.0,2,2.0,14,7,8,1987,7205.33,Yes
49,No,Unknown,174.0,Sales,8,4,Other,1,1138.0,4,Male,56.0,2,4,Sales Executive,2,Unknown,1093.33,11879,6,No,17,3,2,40,1,22.0,3,3.0,9,2,3,1974,13120.0,No
29,No,Unknown,802.09,Research & Development,6,1,Other,1,1192.0,2,Female,54.0,3,1,Laboratory Technician,4,Married,260.92,26342,1,No,13,3,1,40,1,11.25,5,3.0,10,0,8,1994,3131.0,No
37,No,Unknown,977.0,Research & Development,1,3,Life Sciences,1,1196.0,4,Female,56.0,2,2,Manufacturing Director,4,Married,600.44,9961,1,No,13,3,2,40,1,14.0,2,2.0,14,3,11,1986,7205.33,Yes
28,No,non travel,1476.0,Research & Development,1,3,Other,1,1315.0,3,Female,55.0,1,2,Laboratory Technician,4,Married,556.17,16392,0,No,11,3,1,40,3,10.0,6,3.0,9,7,5,1995,6674.0,Yes
31,No,non travel,587.0,Sales,2,4,Other,1,1324.0,4,Female,57.0,3,3,Sales Executive,3,Unknown,821.0,8935,1,Yes,19,3,1,40,1,10.0,5,2.0,10,9,6,1992,9852.0,Yes
42,No,non travel,495.0,Research & Development,2,1,Life Sciences,1,1334.0,3,Male,65.97,3,4,Manager,3,Unknown,1488.42,26582,0,Yes,13,3,4,40,0,21.0,3,2.0,20,2,10,1981,17861.0,No
40,No,travel rarely,523.0,Research & Development,2,3,Life Sciences,1,1346.0,3,Male,98.0,3,2,Research Scientist,4,Single,278.77,22455,1,No,13,3,3,40,0,9.0,4,3.0,9,8,8,1983,3345.25,Yes
34,No,Unknown,507.0,Sales,15,2,Medical,1,1356.0,3,Female,66.0,3,2,Sales Executive,1,Single,567.28,23553,1,No,12,3,4,40,0,11.25,6,4.0,10,9,6,1989,6807.38,Yes
58,No,travel rarely,1055.0,Research & Development,1,3,Other,1,1423.0,4,Female,76.0,3,5,Research Director,1,Unknown,1398.69,22456,3,No,21,4,3,40,1,11.25,3,3.0,9,1,5,1965,16784.28,No
31,Yes,travel frequently,1445.0,Research & Development,1,5,Other,1,1459.0,3,Female,100.0,4,3,Manufacturing Director,2,Unknown,620.5,8931,1,No,11,3,1,40,0,11.25,2,3.0,10,4,7,1992,7446.0,Yes
53,No,Unknown,447.0,Research & Development,2,3,Medical,1,1472.0,4,Male,39.0,4,4,Research Director,2,Single,1383.17,19764,4,No,12,3,2,40,0,35.0,2,2.0,9,8,8,1970,16598.0,Yes
34,No,Unknown,829.0,Research & Development,15,3,Other,1,1485.0,2,Male,71.0,3,4,Research Director,1,Unknown,1398.69,11929,7,No,14,3,4,40,2,16.0,3,2.0,14,6,9,1989,16784.28,Yes
37,No,Unknown,674.0,Research & Development,13,3,Other,1,1543.0,1,Male,47.0,3,2,Research Scientist,4,Married,357.08,3031,1,No,17,3,1,40,0,11.25,2,3.0,10,3,7,1986,4285.0,Yes
42,No,travel frequently,802.09,Research & Development,2,3,Other,1,1547.0,4,Male,40.0,3,3,Healthcare Representative,4,Unknown,843.67,18611,2,Yes,14,3,3,40,1,24.0,3,1.0,20,13,9,1981,10124.0,Yes
45,No,Unknown,538.0,Research & Development,1,4,Other,1,1553.0,1,Male,66.0,3,3,Healthcare Representative,2,Divorced,650.22,20933,1,No,12,3,1,40,3,11.25,4,3.0,10,7,7,1978,7802.6,Yes
30,Yes,travel rarely,740.0,Sales,1,3,Other,1,1562.0,2,Male,64.0,2,2,Sales Executive,1,Married,809.5,5323,1,No,11,3,4,40,1,11.25,4,3.0,10,6,7,1993,9714.0,Yes
38,No,travel rarely,1245.0,Sales,14,3,Life Sciences,1,1582.0,3,Male,80.0,3,2,Sales Executive,2,Married,827.0,12355,0,No,11,3,4,40,1,10.0,3,3.0,9,7,7,1985,9924.0,Yes
50,No,Unknown,1234.0,Research & Development,20,5,Medical,1,1606.0,2,Male,41.0,3,4,Healthcare Representative,3,Unknown,937.08,20689,2,No,15,3,3,40,1,32.0,3,3.0,30,12,13,1973,11245.0,No
34,No,travel rarely,1130.0,Research & Development,3,3,Other,1,1658.0,4,Female,66.0,3,2,Research Scientist,2,Unknown,278.77,19332,1,No,12,3,3,40,1,11.0,2,3.0,11,7,9,1989,3345.25,Yes
54,No,travel rarely,584.0,Research & Development,22,5,Other,1,1665.0,2,Female,91.0,3,4,Manager,3,Unknown,1460.83,18685,3,No,25,4,3,40,1,36.0,6,3.0,10,4,7,1969,17530.0,Yes
39,No,Unknown,792.0,Research & Development,1,3,Life Sciences,1,1737.0,4,Male,77.0,3,2,Laboratory Technician,4,Married,539.33,8989,1,No,15,3,4,40,1,11.25,2,3.0,9,5,8,1984,6472.0,Yes
36,No,Unknown,1383.0,Research & Development,10,3,Life Sciences,1,1790.0,4,Male,90.0,3,3,Healthcare Representative,1,Unknown,693.42,25949,7,No,13,3,4,40,1,15.0,1,3.0,12,5,7,1987,8321.0,No
34,No,travel rarely,802.09,Sales,8,2,Other,1,1823.0,2,Male,92.0,4,2,Sales Executive,3,Unknown,567.28,22128,1,No,21,4,3,40,2,10.0,5,3.0,10,4,8,1989,6807.38,No
46,No,travel rarely,706.0,Research & Development,2,2,Life Sciences,1,1857.0,4,Male,82.0,3,3,Manufacturing Director,4,Divorced,714.83,19989,3,No,14,3,3,40,1,12.0,4,2.0,9,4,7,1977,8578.0,Yes
27,No,travel rarely,728.0,Sales,23,1,Medical,1,1864.0,2,Female,36.0,2,2,Sales Representative,3,Married,217.61,7018,1,No,21,4,4,40,1,11.25,5,3.0,9,5,8,1996,2611.36,No
31,No,Unknown,311.0,Research & Development,36,3,Life Sciences,1,1881.0,2,Male,89.0,3,2,Laboratory Technician,3,Divorced,349.75,18624,1,No,11,3,1,40,1,10.0,2,3.0,10,0,2,1992,4197.0,No
45,No,travel rarely,556.0,Research & Development,25,2,Life Sciences,1,1888.0,2,Female,93.0,2,2,Manufacturing Director,4,Unknown,600.44,23888,0,No,13,3,4,40,2,10.0,2,2.0,9,3,8,1978,7205.33,Yes
34,No,travel rarely,937.0,Sales,1,3,Marketing,1,1950.0,1,Male,32.0,3,3,Sales Executive,4,Unknown,824.0,6770,1,No,21,4,1,40,0,14.0,3,2.0,14,2,1,1989,9888.0,No
35,No,Unknown,1224.0,Sales,7,4,Other,1,1962.0,3,Female,55.0,3,2,Sales Executive,4,Unknown,567.28,13586,1,Yes,11,3,4,40,0,10.0,2,3.0,10,0,9,1988,6807.38,No
39,No,travel rarely,119.0,Sales,15,4,Marketing,1,1975.0,2,Male,77.0,3,4,Sales Executive,1,Single,1111.75,25098,0,No,12,3,1,40,0,21.0,3,3.0,20,11,10,1984,13341.0,No
40,No,travel rarely,444.0,Sales,2,2,Marketing,1,1986.0,2,Female,92.0,3,2,Sales Executive,2,Married,473.08,4258,3,No,14,3,3,40,1,11.25,4,3.0,11,5,10,1983,5677.0,Yes
47,No,Unknown,802.09,Research & Development,1,1,Other,1,2000.0,3,Female,98.0,3,3,Research Director,2,Married,1398.69,17231,0,No,18,3,1,40,2,14.0,3,1.0,13,5,12,1976,16784.28,Yes
49,No,travel frequently,802.09,Research & Development,8,1,Other,1,2.0,3,Male,61.0,2,2,Research Scientist,2,Married,278.77,24907,1,No,23,4,4,40,1,10.0,3,3.0,10,1,7,1974,3345.25,Yes
33,No,travel frequently,1392.0,Research & Development,19,4,Life Sciences,1,5.0,19,Female,56.0,3,1,Research Scientist,3,Married,242.42,23159,1,No,11,3,3,40,0,11.25,3,3.0,8,3,0,1990,2909.0,Yes
42,No,Unknown,802.09,Sales,8,4,Other,1,35.0,3,Male,48.0,3,2,Sales Executive,2,Unknown,568.75,21173,0,No,11,3,4,40,1,10.0,2,3.0,9,4,2,1981,6825.0,No
31,No,Unknown,655.0,Research & Development,7,4,Life Sciences,1,76.0,4,Male,48.0,3,2,Laboratory Technician,4,Divorced,278.96,9528,3,No,22,4,4,40,1,11.25,3,2.0,7,1,7,1992,3347.51,No
31,No,travel rarely,746.0,Research & Development,8,4,Other,1,98.0,3,Female,61.0,3,2,Manufacturing Director,4,Single,368.67,20682,1,No,23,4,4,40,0,11.0,2,3.0,11,1,8,1992,4424.0,No
51,No,Unknown,632.0,Sales,21,4,Marketing,1,120.0,3,Male,71.0,3,2,Sales Executive,4,Unknown,453.42,8423,0,No,22,4,4,40,0,11.0,2,1.0,10,1,0,1972,5441.0,Yes
34,Yes,travel frequently,658.0,Research & Development,7,3,Other,1,147.0,1,Male,66.0,1,2,Laboratory Technician,3,Unknown,506.17,22887,1,Yes,24,4,4,40,0,9.0,3,2.77,9,0,6,1989,6074.0,Yes
36,No,Unknown,1467.0,Sales,11,2,Technical Degree,1,154.0,2,Female,92.0,3,3,Sales Executive,4,Unknown,567.28,22952,0,No,14,3,3,40,1,10.0,6,3.0,9,2,8,1987,6807.38,No
30,No,travel frequently,1312.0,Research & Development,23,3,Other,1,159.0,1,Male,96.0,1,1,Research Scientist,3,Divorced,278.77,22310,1,No,25,4,3,40,3,11.25,2,2.0,10,0,9,1993,3345.25,No
33,No,non travel,750.0,Sales,12,2,Other,1,160.0,12,Male,95.0,3,2,Sales Executive,2,Married,512.17,15480,0,No,13,3,1,40,1,11.25,2,4.0,7,0,7,1990,6146.0,Yes
31,Yes,Unknown,249.0,Sales,6,4,Life Sciences,1,163.0,2,Male,76.0,1,2,Sales Executive,3,Married,514.33,20739,4,No,18,3,2,40,0,11.25,3,2.0,7,7,7,1992,6172.0,No
41,No,travel rarely,802.0,Sales,23,1,Other,1,176.0,3,Male,96.0,3,3,Sales Executive,3,Divorced,567.28,21196,3,Yes,13,3,3,40,1,11.25,2,3.0,9,0,7,1982,6807.38,No
26,No,travel rarely,1355.0,Research & Development,25,1,Other,1,177.0,3,Female,61.0,3,1,Human Resources,3,Unknown,364.87,8916,1,No,23,4,4,40,1,8.0,3,3.0,8,5,7,1997,4378.44,Yes
32,No,Unknown,689.0,Sales,9,2,Other,1,195.0,4,Male,35.0,1,2,Sales Executive,4,Divorced,389.0,22812,0,No,17,3,4,40,3,11.25,2,4.0,8,0,7,1991,4668.0,Yes
40,No,travel frequently,1395.0,Research & Development,26,3,Other,1,202.0,2,Female,54.0,3,2,Research Scientist,2,Divorced,467.08,8504,1,No,11,3,1,40,1,20.0,2,3.0,20,2,13,1983,5605.0,No
53,No,travel rarely,1436.0,Sales,6,2,Marketing,1,205.0,2,Male,34.0,3,2,Sales Representative,3,Unknown,217.61,16047,2,Yes,20,4,4,40,1,13.0,3,1.0,7,4,5,1970,2611.36,Yes
33,No,travel rarely,802.09,Research & Development,14,3,Other,1,252.0,4,Female,65.97,3,1,Research Scientist,2,Unknown,278.77,4673,1,No,13,3,4,40,1,8.0,5,3.0,8,1,6,1990,3345.25,Yes
51,No,travel rarely,313.0,Research & Development,3,3,Other,1,258.0,4,Female,98.0,3,4,Healthcare Representative,2,Single,650.22,7192,3,No,18,3,3,40,0,11.25,6,3.0,7,1,0,1972,7802.6,No
27,No,travel rarely,894.0,Research & Development,9,3,Medical,1,260.0,4,Female,99.0,3,1,Research Scientist,2,Single,278.77,11781,1,No,16,3,4,40,0,11.25,2,2.0,7,0,3,1996,3345.25,No
37,No,Unknown,290.0,Research & Development,21,3,Life Sciences,1,267.0,2,Male,65.0,4,1,Research Scientist,1,Unknown,297.0,22977,1,Yes,12,3,1,40,1,11.25,3,2.0,8,1,7,1986,3564.0,Yes
49,No,non travel,1002.0,Research & Development,18,4,Other,1,275.0,4,Male,92.0,3,2,Manufacturing Director,4,Divorced,567.0,23793,1,Yes,15,3,1,40,2,7.0,0,3.0,7,1,7,1974,6804.0,No
27,No,Unknown,1242.0,Sales,20,3,Life Sciences,1,293.0,4,Female,90.0,3,2,Sales Executive,3,Single,567.28,12916,1,No,14,3,4,40,0,7.0,2,3.0,7,0,7,1996,6807.38,No
45,No,Unknown,1052.0,Sales,6,3,Medical,1,302.0,4,Female,57.0,2,3,Sales Executive,4,Single,567.28,16840,6,No,12,3,4,40,0,23.0,2,3.0,19,12,8,1978,6807.38,Yes
35,No,Unknown,944.0,Sales,1,3,Other,1,314.0,3,Female,92.0,3,3,Sales Executive,3,Single,567.28,9096,1,No,14,3,1,40,0,10.0,3,4.0,10,0,8,1988,6807.38,Yes
52,No,Unknown,771.0,Research & Development,2,4,Life Sciences,1,329.0,1,Male,79.0,2,5,Manager,3,Unknown,1460.83,21030,1,Yes,18,3,4,40,0,33.0,2,4.0,33,15,12,1971,17530.0,Yes
38,No,non travel,1327.0,Sales,2,2,Life Sciences,1,361.0,4,Male,39.0,2,2,Sales Executive,4,Unknown,567.28,19682,3,No,18,3,4,40,1,13.0,0,3.0,8,7,5,1985,6807.38,Yes
46,No,Unknown,488.0,Research & Development,27,3,Other,1,363.0,27,Female,75.0,1,4,Manager,2,Married,1460.83,14977,3,Yes,12,3,2,40,1,28.0,2,2.0,7,7,7,1977,17530.0,No
47,Yes,non travel,666.0,Research & Development,10,4,Life Sciences,1,376.0,1,Male,88.0,3,3,Manager,2,Married,1460.83,10268,1,No,12,3,4,40,1,11.25,2,2.0,10,9,9,1976,17530.0,Yes
35,No,Unknown,1315.0,Research & Development,22,3,Life Sciences,1,381.0,2,Female,71.0,4,3,Manager,2,Divorced,1460.83,19100,7,No,18,3,2,40,1,10.0,6,2.0,7,6,2,1988,17530.0,No
29,No,travel frequently,442.0,Sales,2,2,Other,1,388.0,2,Male,44.0,3,2,Sales Executive,4,Single,567.28,20260,1,No,18,3,1,40,0,11.25,3,2.77,10,0,9,1994,6807.38,Yes
55,No,travel rarely,147.0,Research & Development,20,2,Technical Degree,1,389.0,2,Male,37.0,3,2,Laboratory Technician,4,Married,278.96,15972,3,No,19,3,4,40,1,12.0,4,3.0,10,0,8,1968,3347.51,Yes
26,Yes,travel rarely,950.0,Sales,45,4,Other,1,401.0,4,Male,48.0,2,2,Sales Executive,4,Single,485.67,8450,1,No,12,3,2,40,0,11.25,0,2.77,8,7,4,1997,5828.0,Yes
31,No,travel rarely,218.0,Sales,7,3,Technical Degree,1,416.0,2,Male,100.0,4,2,Sales Executive,4,Unknown,567.28,12241,4,No,11,3,2,40,1,10.0,3,2.0,8,7,7,1992,6807.38,Yes
43,No,travel frequently,802.09,Research & Development,10,4,Life Sciences,1,430.0,3,Female,33.0,3,1,Laboratory Technician,4,Unknown,204.58,10675,0,No,19,3,1,40,0,11.25,5,3.0,8,1,7,1980,2455.0,Yes
31,No,travel rarely,691.0,Sales,13,3,Marketing,1,438.0,4,Male,73.0,3,2,Sales Executive,4,Unknown,567.28,7143,4,No,12,3,4,40,3,13.0,3,3.0,7,1,7,1992,6807.38,Yes
33,No,Unknown,802.09,Sales,10,3,Other,1,446.0,2,Male,46.0,2,2,Sales Executive,4,Unknown,390.17,4317,3,No,14,3,3,40,0,11.25,6,2.0,7,0,1,1990,4682.0,No
43,No,travel frequently,559.0,Research & Development,10,4,Life Sciences,1,448.0,3,Female,82.0,2,2,Laboratory Technician,3,Divorced,438.08,6227,1,No,11,3,2,40,1,9.0,3,4.0,9,0,0,1980,5257.0,No
29,Yes,travel rarely,318.0,Research & Development,8,4,Other,1,454.0,2,Male,77.0,1,1,Laboratory Technician,1,Unknown,176.58,4759,1,No,11,3,4,40,0,7.0,4,2.0,7,0,7,1994,2119.0,No
27,No,Unknown,1130.0,Sales,8,4,Other,1,458.0,2,Female,56.0,3,2,Sales Executive,2,Unknown,567.28,3415,1,No,18,3,1,40,1,8.0,3,3.0,8,0,7,1996,6807.38,No
26,No,travel rarely,933.0,Sales,1,3,Other,1,476.0,3,Male,57.0,3,2,Sales Executive,3,Unknown,567.28,20156,1,No,17,3,2,40,1,11.25,3,3.0,8,7,7,1997,6807.38,Yes
40,No,travel rarely,1171.0,Research & Development,10,4,Life Sciences,1,483.0,4,Female,46.0,4,1,Laboratory Technician,3,Married,278.96,22495,3,Yes,13,3,3,40,1,11.25,3,3.0,7,1,7,1983,3347.51,Yes
41,Yes,Unknown,143.0,Sales,4,3,Other,1,488.0,1,Male,56.0,3,2,Sales Executive,2,Unknown,567.28,9558,1,No,18,3,3,40,0,8.0,5,3.0,8,7,7,1982,6807.38,No
51,No,travel rarely,1178.0,Sales,14,2,Other,1,500.0,3,Female,87.0,3,2,Sales Executive,4,Unknown,567.28,14862,4,No,11,3,3,40,1,18.0,2,2.0,7,0,7,1972,6807.38,Yes
41,No,travel rarely,645.0,Sales,1,3,Marketing,1,534.0,2,Male,49.0,4,3,Sales Executive,1,Married,699.33,19566,1,No,16,3,3,40,1,10.0,2,3.0,10,0,7,1982,8392.0,Yes
35,No,travel rarely,1276.0,Research & Development,16,3,Life Sciences,1,586.0,4,Male,72.0,3,3,Healthcare Representative,3,Unknown,650.22,14295,4,Yes,12,3,3,40,0,10.0,2,3.0,8,0,0,1988,7802.6,No
48,No,travel rarely,163.0,Sales,2,5,Other,1,595.0,2,Female,37.0,3,2,Sales Executive,4,Married,337.58,19658,2,No,14,3,1,40,1,14.0,2,3.0,9,6,7,1975,4051.0,Yes
26,Yes,travel frequently,426.0,Research & Development,17,4,Life Sciences,1,608.0,2,Female,58.0,3,1,Human Resources,3,Unknown,228.42,22808,0,Yes,11,3,2,40,1,8.0,2,2.77,7,1,0,1997,2741.0,Yes
41,No,Unknown,509.0,Research & Development,2,4,Other,1,616.0,1,Female,62.0,2,2,Healthcare Representative,3,Single,650.22,2112,2,Yes,17,3,1,40,0,10.0,3,3.0,8,0,7,1982,7802.6,Yes
34,No,Unknown,258.0,Sales,21,4,Other,1,621.0,4,Male,74.0,4,2,Sales Executive,4,Single,444.75,19921,1,No,12,3,4,40,0,10.0,3,3.0,10,5,7,1989,5337.0,Yes
31,No,travel rarely,525.0,Sales,6,4,Medical,1,653.0,1,Male,66.0,4,2,Sales Executive,4,Divorced,567.28,6219,4,No,22,4,4,40,2,13.0,4,4.0,7,5,7,1992,6807.38,Yes
43,No,travel frequently,802.09,Research & Development,9,5,Other,1,663.0,4,Male,72.0,3,2,Laboratory Technician,3,Divorced,278.96,19627,3,No,13,3,2,40,1,10.0,3,3.0,8,4,7,1980,3347.51,No
53,No,Unknown,238.0,Sales,1,1,Other,1,682.0,4,Female,34.0,3,2,Sales Executive,1,Single,567.28,7507,7,No,20,4,4,40,0,18.0,2,4.0,14,8,10,1970,6807.38,No
29,No,Unknown,806.0,Research & Development,1,4,Life Sciences,1,710.0,2,Male,76.0,1,1,Research Scientist,4,Divorced,278.77,18959,1,No,18,3,4,40,1,10.0,5,3.0,10,2,8,1994,3345.25,Yes
34,No,Unknown,1442.0,Research & Development,9,3,Medical,1,717.0,4,Female,46.0,2,3,Healthcare Representative,2,Unknown,650.22,17654,1,No,14,3,2,40,0,9.0,3,4.0,8,7,7,1989,7802.6,No
39,No,Unknown,408.0,Research & Development,2,4,Technical Degree,1,721.0,4,Female,80.0,2,2,Healthcare Representative,3,Single,650.22,20978,1,No,11,3,1,40,0,20.0,4,3.0,20,11,10,1984,7802.6,No
32,No,Unknown,929.0,Sales,10,3,Marketing,1,722.0,4,Male,55.0,3,2,Sales Executive,4,Unknown,449.67,21703,1,No,12,3,4,40,0,10.0,2,2.0,10,0,8,1991,5396.0,Yes
38,No,travel rarely,827.0,Research & Development,1,4,Life Sciences,1,724.0,2,Female,33.0,4,2,Healthcare Representative,4,Unknown,650.22,19383,0,No,13,3,3,40,0,10.0,4,2.77,9,1,8,1985,7802.6,Yes
27,No,travel rarely,802.09,Research & Development,1,2,Life Sciences,1,725.0,3,Female,65.97,3,3,Manufacturing Director,1,Married,600.44,6009,1,No,11,3,4,40,0,9.0,3,3.0,9,0,7,1996,7205.33,No
47,No,Unknown,703.0,Sales,35,4,Marketing,1,728.0,4,Male,42.0,3,2,Sales Executive,1,Single,413.33,11825,2,No,12,3,4,40,0,20.0,2,3.0,7,1,7,1976,4960.0,No
27,No,travel frequently,294.0,Research & Development,10,2,Other,1,733.0,4,Male,32.0,3,3,Manufacturing Director,1,Unknown,732.75,4809,1,No,21,4,3,40,2,9.0,4,2.0,9,1,7,1996,8793.0,Yes
